OUTFALL No. / LOCATION,PARAMETER,SAMPLE MEASURE UNIT,FREQUENCY / SAMPLE TYPE,,,1/1 TO 2/28/1997,,3/1 TO 5/31/1997,,6/1 TO 8/31/1997,,9/1 TO 11/30/1997,,12/1 TO 2/28/1998,,3/1 TO 5/31/1998,,6/1 TO 8/31/1998,,9/1 TO 11/30/1998,,12/1/1998 TO 2/28/1999,,3/1 TO 5/31/1999,,6/1 TO 8/31/1999,,9/1 TO 11/30/1999,,12/1/1999 TO 2/29/2000,,3/1 TO 5/31/2000,,6/1 TO 8/31/2000,,9/1 TO 11/30/2000,,12/1/2000 TO 2/29/2001,,3/1 TO 5/31/2001,,6/1 TO 8/31/2001,,9/1 TO 11/30/2001,,12/1/2001 TO 2/28/2002,,3/1 TO 5/31/2002,,6/1 TO 8/31/2002,,9/1 TO 11/30/2002,,12/1/2002 TO 2/28/2003,,3/1 TO 5/31/2003,,6/1 TO 8/31/2003,,9/1 TO 11/30/2003,,12/1/2003 TO 2/29/2004,,3/1 TO 5/31/2004,,6/1 TO 8/31/2004,,9/1 TO 11/30/2004,,12/1/2004 TO 2/28/2005,,3/1 TO 5/31/2005,,6/1 TO 8/31/2005,,9/1 TO 11/30/2005,,12/1/2005 TO 2/28/2006,,3/1 TO 5/31/2006,,6/1 TO 8/31/2006,,9/1 TO 11/30/2006,,12/1/2006 TO 2/28/2007,,3/1 TO 5/31/2007,,6/1 TO 8/31/2007,,9/1 TO 11/30/2007,,12/1/2007 TO 2/28/2008,,3/1 TO 5/31/2008,,6/1 TO 8/31/2008,,9/1 TO 11/30/2008,,12/1/2008 TO 2/28/2009,,3/1 TO 5/31/2009,,6/1 TO 8/31/2009,,9/1 TO 11/30/2009,,12/1/2009 TO 2/28/2010,,3/1 TO 5/31/2010,,6/1 TO 8/31/2010,,9/1 TO 11/30/2010,,12/1/2010 TO 2/28/2011,,3/1 TO 5/31/2011,,6/1 TO 8/31/2011,,9/1 TO 11/30/2011,,12/1/2011 TO 2/28/2012,,3/1 TO 5/31/2012,,6/1 TO 8/31/2012,,9/1 TO 11/30/2012,,12/1/2012 TO 2/28/2013,,3/1 TO 5/31/2013,,6/1 TO 8/31/2013,,9/1 TO 11/30/2013,,12/1/2013 TO 2/28/2014,,3/1 TO 5/31/2014,,6/1 TO 8/31/2014,,9/1 TO 11/30/2014,,12/1/2014 TO 2/28/2015,,3/1 TO 5/31/2015,,6/1 TO 8/31/2015,,9/1 TO 11/30/2015,,12/1/2015 TO 2/28/2016,,3/1 TO 5/31/2016,,6/1 TO 8/31/2016,,9/1 TO 11/30/2016,,12/1/2016 TO 2/28/2017,,3/1 TO 5/31/2017,,6/1 TO 8/31/2017,,9/1 TO 11/30/2017,,12/1/2017 TO 2/28/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"COPPER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,12.600,,6.050,,22.300,,8.000,,13.000,,27.000,,NO DISCHARGE,,7.000,,16.000,<,1.000,<,1.000,<,1.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,<,5.000,,5.000,,NO DISCHARGE,,10.100,,4.200,,0.010,,0.025,,NO DISCHARGE,,0.017,,0.030,,0.028,,0.024,,12.200,,9.700,,13.600,,21.700,,22.400,,21.300,,56.200,,36.100,,10.440,,15.300,,10.500,,40.600,,29.800,,13.100,<,0.100,,2.900,,15.100,,NO DISCHARGE,,15.630,,7.100,,4.300,<,0.500,,35.000,<,0.500,,12.000,<,0.500,,16.000,,2.000,,10.000,<,8.000,,21.000,<,0.500,,2.000,<,0.500,,10.000,,20.140,,1.000,,9.000,,9.000,,15.100,,10.000,,5.300
5 - 14TH & BOND,FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.017,,0.014,,3.500,,1.290,,0.395,,1.080,,NO DISCHARGE,,0.540,,2.600,,0.054,,0.003,,0.071,,2.584,,1.070,,0.269,,1.070,,1.070,,0.161,,1.938,,2.360,,1.292,,15.540,,2.540,,1.615,,2.584,,0.484,,0.323,,0.928,,1.292,,1.070,,1.540,,2.584,,1.696,,NO DISCHARGE,,2.080,,3.230,,2.423,,1.722,,NO DISCHARGE,,0.540,,0.002,,10.430,,0.808,,0.270,,0.646,,4.306,,0.618,,0.646,,1.615,,1.291,,2.151,,2.581,,0.162,,0.417,,0.065,,0.234,,4.443,,3.876,,0.002,,1.291,,NO DISCHARGE,,0.03600,,0.000734,,0.001440,,0.007200,,0.19480,,0.002880,,0.172800,,0.020160,,0.005760,,0.003456,,0.018000,,0.001915,,0.860900,,4.565000,,0.010800,,0.043200,,0.007848,,0.051700,,0.001512,,0.014400,,0.603400,,0.099750,,0.005068,,0.001758
5 - 14TH & BOND,"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,113.000,,76.000,,41.500,,153.500,,64.200,,71.000,,NO DISCHARGE,,35.300,,28.700,,40.000,,69.500,,63.500,,92.000,,55.000,,23.000,,95.000,,68.000,,57.000,,85.000,,15.500,,16.000,,52.000,,81.000,,27.200,,77.000,,64.000,,4.400,,79.500,,78.000,,75.000,,59.000,,110.000,,42.500,,NO DISCHARGE,,39.500,,107.500,,52.000,,68.000,,NO DISCHARGE,,51.000,,62.000,,82.000,,137.000,,63.000,,35.000,,76.000,,31.000,,304.000,,84.000,,146.000,,52.000,,28.000,,82.000,,46.000,,448.000,,59.000,,169.000,,43.000,,50.000,,76.000,,NO DISCHARGE,,52.000,,3.000,,60.000,,154,,58.000,,84.000,,56.000,,24.000,,66.000,,10.000,,40.000,,58.000,,38.000,,266.000,,110.000,,66.000,,30.000,,18.000,,78.000,,94.000,,86.000,,10.000,,58.000,,32.000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"STREPTOCOCCI, FECAL MATERIAL",#/100ML,1 / 3 MO.,GRAB,,69,,460,,24000,<,20,<,20,,73000,,NO DISCHARGE,,120000,,13000,,3110,,980,,6530,,82000,,26000,,20000,>,200000,,1005000,,114000,,80000,,3300,,140,,30000,,170000,,96000,,9100,,30000,,350000,,400000,,155000,,1220000,,2600,,50000,,78000,,NO DISCHARGE,,1800,<,10,,10500,,2000,,NO DISCHARGE,,1200,,400,,2900,,16000,,5100,,1200,,100,,1200,,2200,,1650,,1000,,3300,,5800,,100,,7000,,4400,,12600,,4900,,6700,,11650,,6350,,NO DISCHARGE,,72,,1490,<,1,,290,,50,,832,,105,<,5,,1500,,2400,,1055,<,220,,545,,625,,910,,56,,476,,25,,450,,517,,25,,1210,,130,,550
5 - 14TH & BOND,"E.COLI  (CHANGED FROM COLIFORM, FECAL 8/31/2005)",#/100ML,1 / 3 MO.,GRAB,<,1,,1,,43000,,29000,,1520,,5300,,NO DISCHARGE,,90000,,2260,,1120,,2030,,24000,,33000,,36400,,6000,>,200000,,65000,,34000,,210000,,4400,,125,,60000,,40000,,68000,,6800,,50000,,90000,,160000,,25000,,970000,,1100,,50000,,4800,,NO DISCHARGE,,2200,<,10,,80,,20000,,NO DISCHARGE,<,3250,<,100,,4800,,6800,,1600,,200,,6600,,5900,,1400,,200,,1100,,6000,,6000,,200,,8000,,3900,,8800,,4400,,7650,,6600,,6300,,NO DISCHARGE,,154,,1805,<,1,,244,,125,,260,,60,<,5,,1000,,1290,,1005,<,180,,610,,600,,830,,82,,512,,50,,1350,,545,,110,,350,,150,,770
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 - 14TH & BOND,"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,17.000,,7.000,,8.600,,17.900,,5.800,,20.200,,NO DISCHARGE,,19.600,,6.500,,16.300,,11.300,,27.000,,24.900,,10.800,,9.700,,13.100,,14.800,,17.900,,3.800,,2.000,,0.900,,3.500,,1.100,,27.600,,15.000,,4.400,,5.600,,2.900,,8.500,,14.300,,5.400,,13.100,,3.900,,NO DISCHARGE,,5.670,,4.000,,8.100,,10.600,,NO DISCHARGE,,4.460,,7.019,,8.156,,14.010,,7.520,,7.230,,2.180,,5.300,,7.400,,4.200,,3.700,,5.400,,4.500,,5.800,,4.600,,11.500,,3.500,,12.000,,4.400,,6.900,,9.300,,NO DISCHARGE,,NO DISCHARGE,,4.000,,20.000,,5,<,2,,5.000,,3.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
